FileName_DAPI,PathName_DAPI,FileName_Tubulin,PathName_Tubulin,FileName_Actin,PathName_Actin,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_Col,Metadata_Row
Week1_150607_B04_s2_w14267EFE5-63A5-4B16-91BD-70708E55F937.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B04_s2_w2A5D3DB3D-8C3A-4A09-9932-06FCB268793D.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B04_s2_w4FCBD0752-0DEC-447C-8F8F-D520925CFBD8.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_22161,B04,2,4,1
Week1_150607_B03_s1_w114129FBE-AB04-4F79-B8AF-CFA7D5524D53.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s1_w2CAEC09A2-969B-48A9-BE0B-C6825D180EB4.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s1_w41094DA98-6064-4EA2-B4A7-02A38208692F.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_22123,B03,1,3,1
Week1_150607_B03_s2_w1B41C8265-7501-433B-B901-C57F0A1A39B7.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s2_w25CEC2D43-E105-42BB-BC00-6962B3ADEBED.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s2_w45787A3F4-4DBD-45E1-B229-32BA1BFACAC6.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_22123,B03,2,3,1
Week1_150607_B03_s3_w1FD5D2AA2-BCCE-4C01-B0DE-58F6202CF6C8.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s3_w249EE4202-8755-41DD-A4EA-40BA80C0E39C.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s3_w47D57FC50-6AF2-4154-B29B-EC21ADF4D9C1.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_22123,B03,3,3,1
Week1_150607_B03_s4_w155514C59-0387-48AC-B2C1-0FCDC248B021.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s4_w2920745D3-B57F-485E-BAD1-0F414F0992FF.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_150607_B03_s4_w4CE39220B-B0AC-49B5-94F8-C3545525E26C.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22123,Week1_22123,B03,4,3,1
Week1_150607_B03_s1_w1920D7596-8E5F-4F43-A01E-2A144CFFC96B.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s1_w227CA73E4-EDCB-430A-9A47-7279EB750EF8.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s1_w4EE087FE0-6AE6-40A2-A1E0-4BC99E455AC4.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_22141,B03,1,3,1
Week1_150607_B03_s2_w1A7BCCCBB-5B8B-45B2-858A-A57A37EE0D58.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s2_w294BC5504-0FBC-4EC9-ADDD-7E4293C98D19.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s2_w439ECDCDC-D518-4956-9354-95A96DCD5848.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_22141,B03,2,3,1
Week1_150607_B03_s3_w152FF25F3-113C-4AE7-B034-E69D90912886.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s3_w2E7CA3BAF-3F76-4023-828F-AED1525F8700.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s3_w48B576222-33E6-423E-95EF-F7017C7739E3.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_22141,B03,3,3,1
Week1_150607_B03_s4_w153D5264B-213C-454E-B4C4-FB3A0CA2F0D5.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s4_w2CB0F5E45-A7BE-426D-81D8-88EDA9CAFCD6.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_150607_B03_s4_w46BEC7715-03B0-45C9-87F0-ADC3C8E43BF6.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22141,Week1_22141,B03,4,3,1
Week1_150607_B03_s1_w19AAA26C2-7659-4721-868E-AF2ACA958824.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s1_w208B1A6C0-CBF1-4DB9-8C41-FE77F53D8CC2.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s1_w407A3EA02-4FC9-45F8-9089-EB22D23AC16F.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_22161,B03,1,3,1
Week1_150607_B03_s2_w16BAE18E6-E27B-4683-90FA-581B8ADA6CB1.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s2_w29833042D-75CE-4B3F-8C8B-94604F642672.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s2_w4D659D620-9183-4955-BBEA-A61A4D19095E.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_22161,B03,2,3,1
Week1_150607_B03_s3_w1ED6761D5-1562-4E21-BBA6-73EDD204743E.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s3_w224AFD1B2-C4F7-4374-B655-7D096D7A0544.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s3_w41E5B909A-64F6-4B23-B297-4692F067DE39.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_22161,B03,3,3,1
Week1_150607_B03_s4_w1F190EE50-4711-41B9-811B-062E55FA03ED.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s4_w24CB630CC-6827-41F7-9876-8D71A37CE27E.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_150607_B03_s4_w42FCA98EC-8F01-4500-A988-FB1C42EAB2D7.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22161,Week1_22161,B03,4,3,1
Week2_180607_B06_s1_w107EA5E18-5581-4D44-BE14-1849EFD2F65B.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s1_w20CD8D3C9-7C35-49B2-8742-63410A976D17.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s1_w47E3FDE6C-3415-4E8F-AA23-F8B07EDA8A5A.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_24121,B06,1,6,1
Week2_180607_B06_s2_w1765886FB-0350-427B-85FF-9C64FA492870.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s2_w23C7505B2-5138-43A7-9CA6-001BB143D7C0.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s2_w437245559-E278-4584-A227-091C177BB17B.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_24121,B06,2,6,1
Week2_180607_B06_s3_w15AA2C3B0-5B69-4D37-B122-8CE797ADDEB4.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s3_w28093026F-C10C-4316-8F75-227B682B9EAA.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s3_w41AADAFE6-D66E-4A56-B417-A1B7B3D2A961.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_24121,B06,3,6,1
Week2_180607_B06_s4_w129D9AC63-C2B7-4751-92E4-98E65109DB2B.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s4_w25E7856CE-EC88-4ABB-8A5D-01731336E56F.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_180607_B06_s4_w430479E8D-6B8B-4B57-B0D4-2CD1E7750AD5.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24121,Week2_24121,B06,4,6,1
Week2_180607_B06_s1_w1BC3DCE2D-964C-4863-AAD9-07E030F0D8DB.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s1_w2E1CC237C-68D2-47F9-B4D1-C072F624C19A.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s1_w447160DA7-7472-48E7-81BD-84E943C0A456.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_24141,B06,1,6,1
Week2_180607_B06_s2_w10CA3221A-F41D-4059-9E11-4E96549C0830.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s2_w24B20D9C8-68BD-4FC5-A513-F8520A36B0B5.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s2_w464E72E5E-0546-4E60-8CED-AF8480560036.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_24141,B06,2,6,1
Week2_180607_B06_s3_w1DAFE6452-F181-4B94-950E-0054494CDE86.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s3_w2C92FC180-FE49-4FAF-8B3D-FA9C89BD58AB.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s3_w453408238-078E-4B9E-BFE9-7C5188698B6E.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_24141,B06,3,6,1
Week2_180607_B06_s4_w16B1380A0-5442-4981-B329-4224410EA97F.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s4_w2385A9628-0456-4197-B849-D4BC341A0172.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_180607_B06_s4_w42577F830-33AC-4D68-A1CA-2ADF64A7AD2C.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24141,Week2_24141,B06,4,6,1
Week2_180607_B06_s1_w1494EA9E1-D94C-4264-AA88-2D8BC8DEC703.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s1_w2E8CC6C76-8011-4D70-9675-A0FD05873A6C.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s1_w4172E4D33-2279-49B9-8625-D05DCC7AD548.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_24161,B06,1,6,1
Week2_180607_B06_s2_w195F752EF-434A-4FDC-9FAF-AC3A42629792.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s2_w24B481551-AA29-4886-A807-0C50A113EB45.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s2_w4A4D5AC6F-2A6D-4659-A683-5D0E7370A653.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_24161,B06,2,6,1
Week2_180607_B06_s3_w105ED003A-F267-483C-A4EC-D4A7DEB75225.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s3_w264AF6C20-136E-432A-B448-14A819F84774.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s3_w4F5E444EB-5684-42D4-B9E5-BD196F8F7DCF.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_24161,B06,3,6,1
Week2_180607_B06_s4_w1E5934440-94E9-4356-911C-613B00F48A47.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s4_w282911FA1-E8D7-4927-A141-F7D15C30D905.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_180607_B06_s4_w4E1CD196F-C76E-4BE3-AC36-232801930EDB.tif,PARENT_FOLDER/MorphologyAssay/Week2/Week2_24161,Week2_24161,B06,4,6,1
Week1_150607_B06_s1_w135206D52-888A-4E3A-8005-FA314DE78C5A.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s1_w2A79960DD-0631-4747-A0D8-DD0B97CEA40C.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s1_w46685CEAE-C2A1-4173-8778-30C900F3D170.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B06,1,6,1
Week1_150607_B06_s2_w12134F829-2C5E-4ED7-BA2B-B201BC34530A.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s2_w23FEAC940-8D8C-4735-A14E-0FE1E8AED5D6.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s2_w4899D2801-D3BC-45B8-8D35-338EF172ED96.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B06,2,6,1
Week1_150607_B06_s3_w1CCCACB4D-5E40-47CF-88F3-746D89D5E90A.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s3_w201220D23-2C77-4288-8AC1-E3C6434A2AFF.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s3_w40FC175C3-62C8-4A61-A820-D20FBA663530.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B06,3,6,1
Week1_150607_B06_s4_w14D5A7F24-7507-4B4B-8FF7-A6ADECC549E4.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s4_w26A3DFBF6-6269-4DFE-9C91-C421E7A621AD.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B06_s4_w49C12B492-04CA-4A63-9134-7B3158731487.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B06,4,6,1
Week1_150607_B06_s1_w10C36C666-B5BA-42D9-B59B-A33564B59AEE.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s1_w2543B7C47-017A-4BF7-A472-76D7219FCFFA.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s1_w4BFD107A0-1203-4A78-95DF-ECEA51EEC748.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B06,1,6,1
Week1_150607_B06_s2_w18098D730-F1A2-4A92-B1BE-2836C3B6297E.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s2_w2349B5136-265B-4B98-9D39-E93C5A3488F6.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s2_w4E5FB0D8C-8861-423C-B092-4AC0C164CB43.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B06,2,6,1
Week1_150607_B06_s3_w18F1912ED-2494-4236-85AE-DC23988323EB.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s3_w23A4BF95C-7DDD-4D05-AA0A-D805883A55AC.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s3_w40C51EBC6-AB93-4885-BC19-50311FC0B994.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B06,3,6,1
Week1_150607_B06_s4_w1F64D8D18-5553-481A-9B9C-1BF456745332.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s4_w2B99A1F32-B7FF-4135-BDF5-6F1A1E248EAB.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B06_s4_w407DD6E5E-1F1F-45BA-B415-9D69D8CBAABC.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B06,4,6,1
Week1_150607_B06_s1_w1C9DEAB87-A820-489E-987A-4A2191C16C24.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s1_w21E6656DD-7B0C-4DC5-912A-3D5F0406317A.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s1_w4954F1467-37BB-40C0-8566-8E1A0C35EDBF.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_22401,B06,1,6,1
Week1_150607_B06_s2_w1C5B8160C-2B73-4DE1-854A-C2C53209FBC3.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s2_w2DB46CE38-E626-4682-88D2-2E7EFE4D4A17.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s2_w48F66AF05-F47A-4380-AC71-C7BF6C631733.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_22401,B06,2,6,1
Week1_150607_B06_s3_w15318BECD-5472-48B0-BCB9-F6B1BAC18BCA.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s3_w2DB594EE1-7435-4FA4-AD4C-3E48704F2D58.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s3_w415E69224-7065-428C-BEF6-72C92CFEF887.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_22401,B06,3,6,1
Week1_150607_B06_s4_w195565006-E153-4FBF-B511-DADF84D268CD.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s4_w228B8A2B9-AF35-425D-B8DC-EB16CB35032C.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_150607_B06_s4_w47245F359-A81D-4701-836A-53913CD0A9F2.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22401,Week1_22401,B06,4,6,1
Week1_150607_B05_s1_w12F4AB0D9-2FD7-4563-BF1D-9B407D417CF9.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s1_w2529E219F-9E07-4735-9206-747BB1700150.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s1_w44C34883D-956A-46FF-A728-44C843B572E3.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B05,1,5,1
Week1_150607_B05_s2_w1541D3CDF-344C-4585-B660-62EA0E99323F.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s2_w2B037A7B8-8909-45C1-BC01-1C53494A07E9.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s2_w429FC4CDE-C44F-4B9D-BA1C-DA3A0558ACE0.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B05,2,5,1
Week1_150607_B05_s3_w1FB557B6E-BD09-4540-90E9-2CDAB878FB8E.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s3_w276305120-4D05-45BC-983B-C6126AE95482.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s3_w446B1BADB-C029-4319-A097-C12F96AD15D4.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B05,3,5,1
Week1_150607_B05_s4_w1DA5D8075-A6E1-45A9-9527-B988DD4D61DC.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s4_w2714C936F-6B13-40AB-B424-1238E9ED34E0.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_150607_B05_s4_w487040E9B-7390-4D74-99B1-9CED47C637FF.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22361,Week1_22361,B05,4,5,1
Week1_150607_B05_s1_w18E086856-F896-4B50-9A8D-22C75CBCF3F1.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s1_w2E18E6C40-25B2-4B00-8815-BCF91FFBB547.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s1_w479A1BB4C-A882-4582-9898-0ECBF7776F17.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B05,1,5,1
Week1_150607_B05_s2_w10FCE8580-7A4A-48A7-A33E-2899B30C1537.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s2_w2F36467FD-4E50-41AF-9866-792E55747ADA.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s2_w481306D2B-DBB5-41A3-9C1B-60D5435907D4.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B05,2,5,1
Week1_150607_B05_s3_w1F45E3F7A-1234-4410-87D7-E09B45680546.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s3_w2889E1757-C463-4EBD-A2CF-0AE3BD3F3490.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s3_w43F0B2895-6D43-40D0-A45A-FE3A7BAF591F.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B05,3,5,1
Week1_150607_B05_s4_w1D0EA5951-1D0E-4F36-8580-58DF274A6E5D.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s4_w252AE9492-A457-4300-9E78-54E3320721EF.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_150607_B05_s4_w477FB7B90-CFD4-4DBD-96BD-3D6008FB4842.tif,PARENT_FOLDER/MorphologyAssay/Week1/Week1_22381,Week1_22381,B05,4,5,1
